Diabetes Mellitus/Systemic Hypertension/Diabetic Nephropathy,1
Diabetes Mellitus/Systemic Hypertension/Dyslipidemia,1
Diabetes Mellitus/Systemic Hypertension/Hypothyroidism,5
Diabetes Mellitus/Systemic Hypertension/Post renal Transplant/Hypothyroidism,1
Diabetes Mellitus/Systemic Hypertension/Psoriasis,1
Diabetes Mellitus/Systemic Hypertension/Tuberculosis/Bronchial Asthma,1
Diabetes Mellitus/Systemic Hypertension/morbid Obesity/Coronary Artery Disease,1
Diabetes Mellitus/seizure,1
Diabetes mellitus,10
Diabetes mellitus/Hypertension,2
Diabetes mellitus/Hypertension/Cerebrovascular Accident,1
Diabetes mellitus/Systemic Hypertension,1
Diabetes mellitus/Systemic Hypertension/Chronic Kidney Disease,1
Diabetes/Hypertension,2
Diarrhoea,1
Diarrhoea/Dizziness,1
Diarrhoea/loss of smell,1
Diffused Large B Cell Lymphoma,1
Dilated Cardiomyopathy,1
Dissection.,1
Down Syndrome,1
Drowsiness ,1
Dry Cough,1
Dysponea/Loss of Appetite,1
Epilepsy,1
Eye Irritation/Bronchial Asthma/Fever/Sore throat,1
Fatigue/Epigastric Pain,1
Fever,271
Fever ,15
Fever/Altered Sensorium,1
Fever/Body Pain,3
Fever/Body Pain/Cough/Breathing Difficulty,1
Fever/Body Pain/Loose stools,1
Fever/Breathing Difficulty,365
Fever/Breathing Difficulty ,3
Fever/Breathing Difficulty/Cough,14
Fever/Breathing Difficulty/Cough ,1
Fever/Breathing Difficulty/Cough/Loose stools,1
Fever/Breathing Difficulty/Diarrhoea,1
Fever/Breathing Difficulty/Dry Cough/Tiredness,1
Fever/Breathing Difficulty/General Tiredness,1
Fever/Breathing Difficulty/Loss of Appetite,1
Fever/Breathing Difficulty/Loss of appetite/Myalgia,1
Fever/Breathing Difficulty/Myalgia,8
Fever/Breathing Difficulty/Myalgia/Loss of Appetite,1
Fever/Breathing Difficulty/Sore throat/Headache,1
Fever/Breathing Difficulty/Tiredness,1
Fever/Breathing Difficulty/Tiredness/Headache,1
Fever/Breathing Difficulty/loose stools,1
Fever/Breathing Difficulty/myalgia,1
Fever/Breathlessness,9
Fever/Breathlessness ,3
Fever/Breathlessness/Cough,5
Fever/Breathlessness/Myalgia,1
Fever/Breathlessness/Myalgia/sore throat,1
Fever/Cold/Cough/Breathing Difficulty ,1
Fever/Cold/Cough/Nausea,1
Fever/Cold/Myalgia/Breathing Difficulty,1
Fever/Cough,549
Fever/Cough ,23
Fever/Cough/Body Pain,4
Fever/Cough/Body Pain/Headache,1
Fever/Cough/Breathing Difficulty,1463
Fever/Cough/Breathing Difficulty ,515
Fever/Cough/Breathing Difficulty/Chest Pain,1
Fever/Cough/Breathing Difficulty/Cold,1
Fever/Cough/Breathing Difficulty/Diarrhoea,2
Fever/Cough/Breathing Difficulty/Drowsiness,1
Fever/Cough/Breathing Difficulty/General Tiredness,1
Fever/Cough/Breathing Difficulty/Headache,1
Fever/Cough/Breathing Difficulty/Loose stools,3
Fever/Cough/Breathing Difficulty/Loose stools ,1
Fever/Cough/Breathing Difficulty/Loss of taste/Fatigue,1
Fever/Cough/Breathing Difficulty/Myalgia,11
Fever/Cough/Breathing Difficulty/Sore Throat,1
Fever/Cough/Breathing Difficulty/diarrhoea,1
Fever/Cough/Breathing Difficulty/loose stools,1
Fever/Cough/Breathing Difficulty/loss of smell,1
Fever/Cough/Breathing Difficulty/myalgia,1
Fever/Cough/Breathing difficulty,4
Fever/Cough/Breathlessness,38
Fever/Cough/Breathlessness ,8
Fever/Cough/Breathlessness/Headache,1
Fever/Cough/Cold,5
Fever/Cough/Cold/Breathing Difficulty,5
Fever/Cough/Cold/breathlessness ,1
Fever/Cough/Cold/loss of appetite,1
Fever/Cough/Diarrhoea,2
Fever/Cough/Dysponea,4
Fever/Cough/Expectoration,1
Fever/Cough/Exreme Body Pain,1
Fever/Cough/Fatigue,1
Fever/Cough/General Tiredness,1
Fever/Cough/Giddiness,1
Fever/Cough/Loose stools,8
Fever/Cough/Loose stools/Breathing Difficulty,1
Fever/Cough/Loose stools/Vomiting,1
Fever/Cough/Loss of Appetite,2
Fever/Cough/Myalgia,16
Fever/Cough/Myalgia/Breathing Difficulty,1
Fever/Cough/Myalgia/dysgensia,1
Fever/Cough/Running Nose,1
Fever/Cough/Shortness of Breath,2
Fever/Cough/Shortness of breath,4
Fever/Cough/Shortness of breath ,1
Fever/Cough/Sore Throat,2
Fever/Cough/Sore throat,2
Fever/Cough/Vomiting/Headache/Myalgia,1
Fever/Cough/Vomiting/Respiration distress,1
Fever/Cough/body Pain,2
Fever/Cough/body Pain/sore throat,1
Fever/Cough/breathing difficulty,6
Fever/Cough/breathlessness,74
Fever/Cough/breathlessness ,7
Fever/Cough/breathlessness/Vomiting/loose stools,1
Fever/Cough/breathlessness/loose stools,2
Fever/Cough/diarrhoea,2
Fever/Cough/headache,1
Fever/Cough/headache/diarrhoea/breathlessness,1
Fever/Cough/loose stools,1
Fever/Cough/myalgia,2
Fever/Cough/myalgia/fatigue/breathlessness ,1
Fever/Cough/shortness of Breath,1
Fever/Cough/sore throat,1
Fever/Diarrhoea,1
Fever/Dry Cough/Breathing Difficulty,1
Fever/Fatigue,1
Fever/Headache/Loose stools,1
Fever/Loss of Appetite,2
Fever/Myalgia,7
Fever/Myalgia/Breathing Difficulty,5
Fever/Myalgia/Cough,3
Fever/Myalgia/Cough/Breathing Difficulty,5
Fever/Myalgia/General Tiredness,1
Fever/Seizure,1
Fever/Severe Cough/Breathing Difficulty,1
Fever/Sore Throat/Cough,1
Fever/Sore Throat/Cough/Breathing Difficulty,1
Fever/Sore throat/Cough/Shortness of Breath,1
Fever/Throat Pain,1
Fever/Throat Pain/Cough,1
Fever/Tiredness/Cough,1
Fever/Tiredness/Loss of appetite/loss of Smell,1
Fever/Vomiting,5
Fever/Vomiting/Loss of appetite,1
Fever/body Pain,1
Fever/body Pain/Breathing Difficulty,1
Fever/breathing difficulty,1
Fever/breathlessness,16
Fever/breathlessness ,2
Fever/breathlessness/Cough,1
Fever/breathlessness/Cough/Cold,1
Fever/breathlessness/Myalgia,1
Fever/breathlessness/altered sensorium ,1
Fever/breathlessness/diarrhoea,1
Fever/breathlessness/myalgia,1
Fever/breathlessness/myalgia/loss of appetite,1
Fever/general Body Pain,1
Fever/general Tiredness,1
Fever/headache/Cough/altered sensorium ,1
Fever/headache/myalgia,2
Fever/loose stools,1
Fever/loose stools/throat Pain/Cough,1
Fever/loss of appetite/myalgia,1
Fever/loss of appetite/tiredness,1
Fever/myalgia,1
Fever/myalgia/Cough,2
Fever/severe Cough/myalgia,1
Fever/tiredness,1
Fever/tiredness/loss of appetite,1
Fever/unconsciousness/Cough/Breathing Difficulty,1
Fever/vomiting ,1
Giddiness,3
Giddiness/Fatigue,1
HIV/AIDS,9
HIV/AIDS/Peri Ampullary Carcinoma,1
Headache/Breathing Difficulty,1
Headache/Loss of taste/Cough/Cold,1
Heart disease,2
Hypertension,28
Hypertension/Acute Kidney Injury,1
Hypertension/Diabetes Mellitus,1
Hypertension/Diabetes mellitus,1
Hypertension/Epilepsy/Old Cerebrovascular Accident,1
Hypertension/Type 2 Diabetes Mellitus,1
Hypertension/Type 2 Diabetes Mellitus/Hypothyroidism/Obesity,1
Hypertension/seizure,1
Hypothyroidism,36
Hypothyroidism/Lupus Nephritis/Systemic Hypertension,1
Hypothyroidism/Morbid Obesity,1
Hypothyroidism/Rheumatoid Arthritis,1
Hypothyroidism/Type 2 Diabetes Mellitus/Systemic Hypertension,2
IVF/DCDA twin gestation,1
Intellectual Disability,1
Juvenile Diabetes Mellitus/Chronic Kidney Disease/Congenital Blindness,1
Left Sided Weakness,1
Left Ventricular Hypertrophy,1
Leprosy,1
Loose stools,1
Loose stools/Vomiting,1
Loss of Appetite ,1
Loss of Appetite/Loss of Smell,1
Loss of Appetite/Nausea,1
Loss of appetite,1
Loss of appetite/Abdominal Pain,1
Metastasis,1
Morbid Obesity,9
Morbid Obesity/Diabetes Mellitus/Hypertension,1
Morbid Obesity/Obstructive Sleep Apnea,1
Morbid Obesity/Systemic Hypertension,1
Multiple Sclerosis,1
Myalgia,6
Myalgia/dry Cough/breathlessness,1
New onset seizure,1
Newly Detected Diabetes,1
Non Hodgkins lymphoma,1
Obesity,10
Obesity/Diabetes Mellitus,1
Obesity/Systemic Hypertension,1
Old Cerebrovascular Accident,3
Old Cerebrovascular Accident/Hypertension,1
Old Pulmonary Tuberculosis/Chronic Kidney Disease,1
Old Pulmonary Tuberculosis/Systemic Hypertension/Type 2 Diabetes Mellitus,1
Osteosarcoma,1
Papillary CA Thyroid/Type 2 Diabetes Mellitus,1
Parkinsonism,1
Parkinsonism/Type 2 Diabetes Mellitus,1
Post LSCS POD:2,1
Post Spinal Cord Injury,1
Post coronary artery bypass grafting,1
Previous Hepatitis B Infection/Diabetes Mellitus,1
Psoriasis,1
Psychiatric Illness,8
Psychosis/Old Pulmonary Tuberculosis,1
Pulmonary Tuberculosis,2
Pulmonary Tuberculosis/Immunodeficiency,1
Pulmonary Tuberculosis/Morbid Obesity,1
Pulmonary metastasis,1
Residual Polio,1
Retrovirus positive,1
Rheumatic Heart Disease,2
Rheumatic Heart Disease/Diabetes Mellitus,1
Rheumatic Heart Disease/Mitral Valve Prolapse,1
Rheumatoid Arthritis,2
Rheumatoid Arthritis on Methotrexate,1
Right Hemiplegia,1
Schizophrenia,1
Seasonal Asthma,1
Secondary Bronchial Asthmacterial Infection/Acute Respiratory distress Syndrome/Respiratory Failure/Septic Shock.,1
Severe Nausea/Vomiting,1
Sore Throat ,1
Sore Throat/Body Pain,1
Sputum,1
Steven Johnson Syndrome,1
Systemic Hypertension,242
Systemic Hypertension/Anemia,1
Systemic Hypertension/Atrial Fibrillation,1
Systemic Hypertension/BPH,1
Systemic Hypertension/Bronchial Asthma,2
Systemic Hypertension/CRD/Type 2 Diabetes Mellitus,1
Systemic Hypertension/Cancer Lung,1
Systemic Hypertension/Cerebrovascular Accident,3
Systemic Hypertension/Chronic Kidney Disease,17
Systemic Hypertension/Chronic Kidney Disease/Coronary Artery Disease,1
Systemic Hypertension/Chronic Kidney Disease/Hypothyroidism,1
Systemic Hypertension/Chronic Kidney Disease/Old Cerebrovascular Accident,1
Systemic Hypertension/Chronic Kidney Disease/seizure,1
Systemic Hypertension/Chronic Kidney disease,4
Systemic Hypertension/Chronic Obstructive Pulmonary Disease,1
Systemic Hypertension/Coronary Artery Disease,11
Systemic Hypertension/Coronary Artery Disease/Cancer Cervix,1
Systemic Hypertension/Coronary Artery Disease/Old Pulmonary Tuberculosis,1
Systemic Hypertension/Coronary Artery Disease/Type 2 Diabetes Mellitus,1
Systemic Hypertension/Diabetes Mellitus,25
Systemic Hypertension/Diabetes Mellitus/Bronchial Asthma,2
Systemic Hypertension/Diabetes Mellitus/Chronic Kidney Disease,2
Systemic Hypertension/Diabetes Mellitus/Coronary Artery Disease,1
Systemic Hypertension/Diabetes Mellitus/Coronary Artery Disease/Hypothyroidism,1
Systemic Hypertension/Diabetes Mellitus/Hypothyroidism,1
Systemic Hypertension/Diabetes Mellitus/Hypothyroidism/Dyslipidemia,1
Systemic Hypertension/Diabetes mellitus/Chronic Kidney Disease,1
Systemic Hypertension/Hypothyroidism,11
Systemic Hypertension/Morbid Obesity,2
Systemic Hypertension/Obesity,2
Systemic Hypertension/Old Cerebrovascular Accident,2
Systemic Hypertension/Paraxysmal Supraventricular Tachycardia,1
Systemic Hypertension/Psychiatric Illness,1
Systemic Hypertension/Rheumatoid Arthritis,1
Systemic Hypertension/Rheumatoid Pnemothorax,1
Systemic Hypertension/Type 2 Diabetes Mellitus,51
Systemic Hypertension/Type 2 Diabetes Mellitus/Bronchial Asthma,1
Systemic Hypertension/Type 2 Diabetes Mellitus/Chronic Kidney Disease,4
Systemic Hypertension/Type 2 Diabetes Mellitus/Coronary Artery Disease,4
Systemic Hypertension/Type 2 Diabetes Mellitus/Coronary Artery Disease/Diabetic Foot,1
Systemic Hypertension/Type 2 Diabetes Mellitus/Hypothyroidism,3
Systemic Hypertension/Type 2 Diabetes Mellitus/Interstitial Lung Disease,1
Systemic Hypertension/Type 2 Diabetes Mellitus/Old Cerebrovascular Accident,2
Systemic Hypertension/Type 2 Diabetes Mellitus/Post Renal Transplant,1
Systemic Hypertension/Type 2 Diabetes Mellitus/Pulmonary Tuberculosis,1
Systemic Hypertension/Type 2 Diabetes Mellitus/Renal Failure,1
Systemic Hypertension/seizure,2
Systemic Lupus Erythematosus/Chronic Kidney Disease,1
Systemic hypertension/Type 2 Diabetes Mellitus,1
Systemic lupus erythematosus/Lupus Nephritis,1
Thyroid Disorder,1
Thyroid disorder,1
Thyroidectomy,1
Tiredness,4
Tiredness/Sore Throat,1
Type 2 Diabetes Mellitus,831
Type 2 Diabetes Mellitus/Active Pulmonary Tuberculosis,1
Type 2 Diabetes Mellitus/Acute Cerebrovascular Accident/Left Fungal Sinusitis,1
Type 2 Diabetes Mellitus/Acute Coronary Syndrome,1
Type 2 Diabetes Mellitus/Acute Kidney Injury,2
Type 2 Diabetes Mellitus/Asthma,1
Type 2 Diabetes Mellitus/Bipolar Disorder/Hypothyroidism,1
Type 2 Diabetes Mellitus/Breast Cancer,1
Type 2 Diabetes Mellitus/Bronchial Asthma,8
Type 2 Diabetes Mellitus/Bronchial Asthma/Seizure,1
Type 2 Diabetes Mellitus/Bronchiectasis/Chronic obstructive Pulmonary Disease,1
Type 2 Diabetes Mellitus/Carcinoma Breast,1
Type 2 Diabetes Mellitus/Carcinoma Stomach,1
Type 2 Diabetes Mellitus/Carinomia Lip Of Verrucous Type,1
Type 2 Diabetes Mellitus/Cerebrovascular Accident,4
Type 2 Diabetes Mellitus/Chronic Alcoholic Liver Disease/Metabolic Encephalopathy,1
Type 2 Diabetes Mellitus/Chronic Kidney Disease,24
Type 2 Diabetes Mellitus/Chronic Kidney Disease/Cerebrovascular Accident/Systemic Hypertension,1
Type 2 Diabetes Mellitus/Chronic Kidney Disease/Coronary Artery Disease/Systemic Hypertension,1
Type 2 Diabetes Mellitus/Chronic Kidney Disease/Old Tuberculosis Meningitis,1
Type 2 Diabetes Mellitus/Chronic Kidney Disease/Systemic Hypertension,3
Type 2 Diabetes Mellitus/Chronic Kidney Disease/coronary Artery Disease,1
Type 2 Diabetes Mellitus/Chronic Kidney disease,2
Type 2 Diabetes Mellitus/Chronic obstructive pulmonary disease,1
Type 2 Diabetes Mellitus/Coronary Artery Disease,21
Type 2 Diabetes Mellitus/Coronary Artery Disease/Acute Cerebrovascular Accident,1
Type 2 Diabetes Mellitus/Coronary Artery Disease/Acute Kidney injury,1
Type 2 Diabetes Mellitus/Coronary Artery Disease/Bronchial Asthma,1
Type 2 Diabetes Mellitus/Coronary Artery Disease/Cardiac Failure/Left Diabetic Foot Ulcer,1
Type 2 Diabetes Mellitus/Coronary Artery Disease/Chronic Kidney Disease/Diabetic Neuropathy,1
Type 2 Diabetes Mellitus/Coronary Artery Disease/Systemic Hypertension,1
Type 2 Diabetes Mellitus/Coronary Artery Disease/Systemic Hypertension/Hypothyroidism,1
Type 2 Diabetes Mellitus/Coronary Artery disease,2
Type 2 Diabetes Mellitus/Coronary Kidney Disease,1
Type 2 Diabetes Mellitus/Diabetes Mellitus,1
Type 2 Diabetes Mellitus/Diabetes Mellitus/Coronary Artery Disease,1
Type 2 Diabetes Mellitus/Diabetic Keto Acidosis,1
Type 2 Diabetes Mellitus/Epilepsy/Coronary Artery Disease/Hypertension,1
Type 2 Diabetes Mellitus/Hypertension,9
Type 2 Diabetes Mellitus/Hypertension/Coronary Artery Disease/old Cerebrovascular Accident,1
Type 2 Diabetes Mellitus/Hypertension/Mucormycosis,1
Type 2 Diabetes Mellitus/Hyperthyroidism,2
Type 2 Diabetes Mellitus/Hypothyroidism,13
Type 2 Diabetes Mellitus/Inter Ventricular Conduction Defect/Hypokalemia/Coronary Artery Disease,1
Type 2 Diabetes Mellitus/Lepromatous Leprosy/Anemia,1
Type 2 Diabetes Mellitus/Morbid Obesity,5
Type 2 Diabetes Mellitus/Morbid Obesity/Hypothyroidism,1
Type 2 Diabetes Mellitus/Obesity,3
Type 2 Diabetes Mellitus/Old Cerebrovascular Accident,3
Type 2 Diabetes Mellitus/Old Cerebrovascular Accident/Obesity,1
Type 2 Diabetes Mellitus/Pancreatitis,1
Type 2 Diabetes Mellitus/Post Cerebrovascular Accident,1
Type 2 Diabetes Mellitus/Psychiatric Illness,3
Type 2 Diabetes Mellitus/Pulmonary Tuberculosis,3
Type 2 Diabetes Mellitus/Renal Failure,1
Type 2 Diabetes Mellitus/Systemic Hypertension,385
Type 2 Diabetes Mellitus/Systemic Hypertension/Acute Kidney Injury,1
Type 2 Diabetes Mellitus/Systemic Hypertension/Acute Renal Failure,1
Type 2 Diabetes Mellitus/Systemic Hypertension/Aortic Sclerosis,1
Type 2 Diabetes Mellitus/Systemic Hypertension/Asthma,1
Type 2 Diabetes Mellitus/Systemic Hypertension/Bicytopenia,1
Type 2 Diabetes Mellitus/Systemic Hypertension/Cancer,1
Type 2 Diabetes Mellitus/Systemic Hypertension/Cancer Bladder,1
Type 2 Diabetes Mellitus/Systemic Hypertension/Cerebrovascular Accident,5
Type 2 Diabetes Mellitus/Systemic Hypertension/Chronic Kidney Disease,25
Type 2 Diabetes Mellitus/Systemic Hypertension/Chronic Kidney Disease/Anemia,1
Type 2 Diabetes Mellitus/Systemic Hypertension/Chronic Kidney Disease/Coronary Artery Disease,2
Type 2 Diabetes Mellitus/Systemic Hypertension/Chronic Kidney Disease/Hypothyroidism,1
Type 2 Diabetes Mellitus/Systemic Hypertension/Chronic Kidney disease,2
Type 2 Diabetes Mellitus/Systemic Hypertension/Chronic Liver Disease/Bullous Disorder,2
Type 2 Diabetes Mellitus/Systemic Hypertension/Chronic Myeloid Leukemia,1
Type 2 Diabetes Mellitus/Systemic Hypertension/Chronic obstructive Pulmonary Disease,3
Type 2 Diabetes Mellitus/Systemic Hypertension/Coronary Artery Disease,44
Type 2 Diabetes Mellitus/Systemic Hypertension/Coronary Artery Disease/Cerebrovascular Accident,2
Type 2 Diabetes Mellitus/Systemic Hypertension/Coronary Artery Disease/Chronic Kidney Disease,4
Type 2 Diabetes Mellitus/Systemic Hypertension/Coronary Artery Disease/Disseminated Tuberculosis/Bronchial Asthma,1
Type 2 Diabetes Mellitus/Systemic Hypertension/Coronary Artery Disease/HBSAG Positive,1
Type 2 Diabetes Mellitus/Systemic Hypertension/Coronary Artery Disease/Hypothyroidism,1
Type 2 Diabetes Mellitus/Systemic Hypertension/Coronary Artery Disease/Lung Absess,1
Type 2 Diabetes Mellitus/Systemic Hypertension/Coronary Artery Disease/Obstructive Sleep Apnea,1
Type 2 Diabetes Mellitus/Systemic Hypertension/Coronary Artery Disease/Old Cerebrovascular Accident,1
Type 2 Diabetes Mellitus/Systemic Hypertension/Coronary Artery Disease/Renal Failure,1
Type 2 Diabetes Mellitus/Systemic Hypertension/Coronary Artery disease,1
Type 2 Diabetes Mellitus/Systemic Hypertension/HBSAG Positive,1
Type 2 Diabetes Mellitus/Systemic Hypertension/Hepatitis B,1
Type 2 Diabetes Mellitus/Systemic Hypertension/Hypertension,1
