Bronchial Asthma/Systemic Hypertension/Hypothyroidism/Oral Cancer,1
Bronchial Asthma/Type 2 Diabetes Mellitus,1
Bronchogenic Carcinoma,1
COVID Pneumonia/Acute Respiratory distress Syndrome,1
Cancer Bladder,1
Cancer Oropharynx,2
Cancer Rectum/Type 2 Diabetes Mellitus,1
Carcinoma Anal Canal/Systemic Hypertension,1
Carcinoma Pharynx,1
Cardiogenic shock/Atrial Fibrillation,1
Cardiovascular Disease,1
Cerebrovascular Accident/Coronary Artery Disease/Valvular Heart Disease,1
Cerebrovascular Accident/Diabetes Mellitus/Systemic Hypertension,1
Cerebrovascular Accident/Left Hemiparesis/Systemic Hypertension,1
Cerebrovascular Accident/Left hemiplegia/RIght Myocardinal infarction,1
Cerebrovascular Accident/Systemic Hypertension,3
Cerebrovascular Accident/Systemic Hypertension/Left Middle Cerebral Artery infarction,1
Cerebrovascular Accident/Systemic Hypertension/Type 2 Diabetes Mellitus,1
Cerebrovascular Accident/Type 2 Diabetes Mellitus/Systemic Hypertension,1
Chest Pain,2
Chest Pain/Loose stools ,1
Chest Pain/Palpitations ,1
Chronic Anemia,1
Chronic Depression,1
Chronic Kidney Disease,32
Chronic Kidney Disease/Cerebrovascular Accident/Hemiplegia,1
Chronic Kidney Disease/Coronary Artery Disease,2
Chronic Kidney Disease/Coronary Artery Disease/Systemic Hypertension,4
Chronic Kidney Disease/Coronary Artery Disease/Systemic Hypertension/Type 2 Diabetes Mellitus,1
Chronic Kidney Disease/Diabetes Mellitus,3
Chronic Kidney Disease/Diabetes Mellitus/Systemic Hypertension,1
Chronic Kidney Disease/Diabetes mellitus,1
Chronic Kidney Disease/Hypertension,1
Chronic Kidney Disease/Hypertension/Diabetes Mellitus,2
Chronic Kidney Disease/Systemic Hypertension,8
Chronic Kidney Disease/Type 2 Diabetes Mellitus,2
Chronic Kidney Disease/Type 2 Diabetes Mellitus/Chronic Obstructive Pulmonary Disease/Systemic Hypertension,1
Chronic Kidney Disease/Type 2 Diabetes Mellitus/Coronary Artery Disease,1
Chronic Kidney Disease/Type 2 Diabetes Mellitus/Systemic Hypertension,1
Chronic Kidney Disease/Type 2 Diabetes Mellitus/Systemic Hypertension/Chronic Liver Disease,1
Chronic Kidney Disease/Type 2 Diabetes Mellitus/Systemic Hypertension/Coronary Artery Disease,1
Chronic Kidney Disease/Type 2 Diabetes Mellitus/Systemic Hypertension/Hypertension,1
Chronic Kidney Disease/Uremic Gastritis,1
Chronic Kidney disease/Diabetes Mellitus/Systemic Hypertension,1
Chronic Kidney disease/Prostate Malignancy,1
Chronic Kidney disease/Systemic Hypertension,1
Chronic Kidney disease/Type 2 Diabetes Mellitus,2
Chronic Obstructive Pulmonary Disease,10
Chronic Obstructive Pulmonary Disease/Coronary Artery Disease,1
Chronic Obstructive Pulmonary Disease/Coronary Artery Disease/Diabetes Mellitus,1
Chronic Obstructive Pulmonary Disease/Diabetes Mellitus,1
Chronic Obstructive Pulmonary Disease/Hypothyroidism,1
Chronic Obstructive Pulmonary Disease/Morbid Obesity,1
Chronic Obstructive Pulmonary Disease/Systemic Hypertension,1
Chronic Obstructive Pulmonary Disease/Type 2 Diabetes Mellitus,2
Cold,1
Cold/Body Pain,1
Cold/Cough,1
Coronary Artery Disease,86
Coronary Artery Disease/Anemia/Bronchial Asthma,1
Coronary Artery Disease/Cerebrovascular Accident,1
Coronary Artery Disease/Chronic Kidney Disease,1
Coronary Artery Disease/Chronic Kidney Disease/Diabetes Mellitus/Hypertension/Hypothyroidism,1
Coronary Artery Disease/Chronic Kidney Disease/Type 2 Diabetes Mellitus/Systemic Hypertension,2
Coronary Artery Disease/Chronic Kidney Disease/uncontrolled Hyperglycemia,1
Coronary Artery Disease/Chronic Obstructive Pulmonary Disease,3
Coronary Artery Disease/Diabetes Mellitus,4
Coronary Artery Disease/Diabetes Mellitus/Hypertension,2
Coronary Artery Disease/Diabetes Mellitus/Hypothyroidism,1
Coronary Artery Disease/Diabetes Mellitus/Systemic Hypertension,6
Coronary Artery Disease/Diabetes Mellitus/Systemic Hypertension/Parkinsonism,1
Coronary Artery Disease/Dilated Cardiomyopathy,1
Coronary Artery Disease/Hypertension,2
Coronary Artery Disease/Hypothyroidism,2
Coronary Artery Disease/Hypothyroidism/Chronic Kidney Disease,1
Coronary Artery Disease/Left Ventricular Dysfunction,1
Coronary Artery Disease/Leukemia,1
Coronary Artery Disease/Old Cerebrovascular Accident,1
Coronary Artery Disease/Pulmonary Systemic Hypertension,1
Coronary Artery Disease/Severe aorotic Stenosis/Ventricular Dysfunction,1
Coronary Artery Disease/Systemic Hypertension,15
Coronary Artery Disease/Systemic Hypertension/Diabetes Mellitus,2
Coronary Artery Disease/Type 2 Diabetes Mellitus,10
Coronary Artery Disease/Type 2 Diabetes Mellitus/Systemic Hypertension,6
Coronary Artery Disease/Valvular heart disease,1
Cough,211
Cough ,10
Cough/Body Pain,2
Cough/Breathing Difficulty,427
Cough/Breathing Difficulty ,37
Cough/Breathing Difficulty/Body Pain,2
Cough/Breathing Difficulty/Body Pain/Loose stools ,1
Cough/Breathing Difficulty/Body Pain/Tiredness,1
Cough/Breathing Difficulty/Fatigue/Myalgia,1
Cough/Breathing Difficulty/Fever,3
Cough/Breathing Difficulty/Fever ,1
Cough/Breathing Difficulty/Giddiness,2
Cough/Breathing Difficulty/Headache,2
Cough/Breathing Difficulty/Loose stools,2
Cough/Breathing Difficulty/Loss of Taste,1
Cough/Breathing Difficulty/Myalgia,4
Cough/Breathing Difficulty/Nausea,1
Cough/Breathing Difficulty/general myalgia,1
Cough/Breathing Difficulty/myalgia,1
Cough/Breathlessness,12
Cough/Breathlessness ,2
Cough/Breathlessness/Loose stools,1
Cough/Breathlessness/Myalgia/Bronchial Asthma,1
Cough/Breathlessness/dysponea,1
Cough/Cold/Breathing Difficulty,2
Cough/Cold/Loss of Appetite,1
Cough/Cold/body Pain,1
Cough/Dysponea,2
Cough/Fatigue,1
Cough/Fever,13
Cough/Fever/Breathing Difficulty,3
Cough/Fever/Breathing Difficulty ,1
Cough/Fever/breathlessness,1
Cough/General Tiredness,1
Cough/General Tiredness/Loose stools,1
Cough/Headache,1
Cough/Loose stools,4
Cough/Loss of Appetite,2
Cough/Loss of Taste,1
Cough/Loss of appetite,2
Cough/Myalgia,7
Cough/Myalgia ,1
Cough/Myalgia/Loss of appetite,1
Cough/Myalgia/Throat Pain/Loose stools,1
Cough/Severe Body Pain ,1
Cough/Shortness of Breath ,1
Cough/Shortness of Breath/general body pain/Fatigue/Loose stools,1
Cough/Sore Throat/Breathing Difficulty,1
Cough/Sore Throat/Dysponea,1
Cough/Sore throat,1
Cough/Tiredness,2
Cough/Vomiting,1
Cough/Vomiting ,1
Cough/body Pain,1
Cough/breathing difficulty,2
Cough/breathlessness,17
Cough/breathlessness ,1
Cough/breathlessness/loss of taste/nausea,1
Cough/fever,1
Cough/loose stools,2
Cough/loss of appetite,1
Cough/myalgia,2
Cough/shortness of breath,1
Decreased Responsiveness,1
Diabetes,5
Diabetes Mellitus,203
Diabetes Mellitus/Acute Kidney Injury,1
Diabetes Mellitus/Adenocarcinoma Rectum,1
Diabetes Mellitus/Cerebrovascular Accident,3
Diabetes Mellitus/Cerebrovascular Accident/Left Hemiplegia,1
Diabetes Mellitus/Cholelithiasis/Renal lithiasis,1
Diabetes Mellitus/Chronic Kidney Disease,4
Diabetes Mellitus/Chronic Kidney Disease/Coronary Artery Disease,1
Diabetes Mellitus/Chronic Kidney Disease/Systemic Hypertension,1
Diabetes Mellitus/Chronic Kidney disease/Coronary Artery Disease,1
Diabetes Mellitus/Chronic Obstructive Pulmonary Disease,1
Diabetes Mellitus/Coronary Artery Disease,8
Diabetes Mellitus/Coronary Artery Disease/Hypertension,1
Diabetes Mellitus/Coronary Artery Disease/Systemic Hypertension,3
Diabetes Mellitus/Coronary Artery disease,1
Diabetes Mellitus/Diabetic Keto Acidosis,1
Diabetes Mellitus/Diabetic Keto Acidosis/Hypertension,1
Diabetes Mellitus/Fracture Right Femur,1
Diabetes Mellitus/Hypertension,54
Diabetes Mellitus/Hypertension/Chronic Kidney Disease,3
Diabetes Mellitus/Hypertension/Coronary Artery Disease,9
Diabetes Mellitus/Hypertension/Coronary Artery Disease/Chronic Kidney Disease,2
Diabetes Mellitus/Hypertension/Coronary Artery Disease/Hypothyroidism,1
Diabetes Mellitus/Hypertension/Hypothyroidism,1
Diabetes Mellitus/Hypertension/Pulmonary Hypertension,1
Diabetes Mellitus/Hypertension/Right Hemiparesis,1
Diabetes Mellitus/Hypothyroidism,1
Diabetes Mellitus/Ischemic Heart Disease,1
Diabetes Mellitus/Multiple Myeloma,1
Diabetes Mellitus/Myocardial infarction,1
Diabetes Mellitus/Old Anterior Wall myocardial infarction,1
Diabetes Mellitus/Ovarian Cancer,1
Diabetes Mellitus/Systemic Hypertension,133
Diabetes Mellitus/Systemic Hypertension/Bronchial Asthma,1
Diabetes Mellitus/Systemic Hypertension/Bronchial Asthma/Coronary Artery Disease/Renal Calculi,1
Diabetes Mellitus/Systemic Hypertension/Cerebrovascular Accident,2
Diabetes Mellitus/Systemic Hypertension/Chronic Kidney Disease,5
Diabetes Mellitus/Systemic Hypertension/Chronic Kidney disease,1
Diabetes Mellitus/Systemic Hypertension/Chronic obstructive Pulmonary Disease,1
Diabetes Mellitus/Systemic Hypertension/Chronic obstructive Pulmonary Disease/Old Cerebrovascular Accident/Pott'spine,1
Diabetes Mellitus/Systemic Hypertension/Coronary Artery Disease,20
Diabetes Mellitus/Systemic Hypertension/Coronary Artery Disease/Cerebrovascular Accident,1
Diabetes Mellitus/Systemic Hypertension/Coronary Artery Disease/Chronic Kidney Disease,1
Diabetes Mellitus/Systemic Hypertension/Coronary Artery Disease/Chronic Kidney Disease/Cerebrovascular Accident/Bronchial Asthma,1
Diabetes Mellitus/Systemic Hypertension/Coronary Artery Disease/Hypothyroidism,1
Diabetes Mellitus/Systemic Hypertension/Coronary Artery Disease/Old Cerebrovascular Accident,1
Diabetes Mellitus/Systemic Hypertension/Coronary Artery Disease/Thyroid,1
Diabetes Mellitus/Systemic Hypertension/Coronary Artery disease,1
Diabetes Mellitus/Systemic Hypertension/Heart Disease,1
Diabetes Mellitus/Systemic Hypertension/Hypothyroidism,3
Diabetes Mellitus/Systemic Hypertension/Multiple Myeloma,1
Diabetes Mellitus/Systemic Hypertension/Old Cerebrovascular Accident/Old Fracture femur,1
Diabetes Mellitus/Systemic Hypertension/Parkinsonism,1
Diabetes Mellitus/Systemic Hypertension/Pulmonary Tuberculosis,1
Diabetes Mellitus/Systemic Hypertension/Pulmonary Tuberculosis/Hypothyroidism,1
Diabetes Mellitus/Systemic Hypertension/seizure,1
Diabetes Mellitus/Tuberculosis spine/rheumatic heart disease/Chronic Obstructive Pulmonary Disease,1
Diabetes Mellitus/parkinsonism,1
Diabetes Mellitus/seizure,3
Diabetes Mellitus/systemic Hypertension,2
Diabetes mellitus,14
Diabetes mellitus/Coronary Artery Disease,1
Diabetes mellitus/Hypertension,3
Diabetes mellitus/Hypertension/Chronic Kidney Disease,1
Diabetes mellitus/Systemic Hypertension,5
Diabetes mellitus/Systemic Hypertension/Coronary Artery Disease,1
Diabetes mellitus/Systemic Hypertension/Coronary Artery Disease - Coronary Artery Bypass Grafting,1
Diabetes mellitus/Systemic Hypertension/Old Pulmonary Tuberculosis,1
Diabetes/Coronary Artery Disease,1
Diabetes/Hypertension,4
Diabetes/Hypertension/Hypothyroidism,1
Diabetes/Hypertension/Hypothyroidism/Coronary Artery Disease,1
Diabetes/Systemic Hypertension/Chronic Kidney Disease,1
Diabetes/Systemic Hypertension/Coronary Artery Disease,1
Diarrhoea,2
Diarrhoea ,1
Dilated Cardiomyopathy/Rheumatic heart Disease,1
Dizziness/Myalgia/Tiredness,1
Drowsiness,2
Drowsiness ,1
Drowsiness/Disoriented speech,1
Dysponea,1
Dysponea ,1
Dysponea/Breathing Difficulty,1
Epilepsy,2
Extreme tiredness/Dry Cough,1
Fatigue,4
Fatigue/Fever,1
Fatigue/Loss of appetite,1
Fever,630
Fever ,51
Fever/Abdominal Pain,1
Fever/Abdominal Pain ,1
Fever/Altered Sensorium,4
Fever/Altered Sensorium/Breathing Difficulty,1
Fever/Altered sensorium,1
Fever/Body Pain,2
Fever/Body Pain/Breathing Difficulty,1
Fever/Body Pain/general weakness,1
Fever/Body pain/Cough/Cold,1
Fever/Breathing Difficulty,626
Fever/Breathing Difficulty ,3
Fever/Breathing Difficulty/Body Pain,2
Fever/Breathing Difficulty/Chest Discomfort,1
Fever/Breathing Difficulty/Cough,34
Fever/Breathing Difficulty/Cough/General Tiredness,1
Fever/Breathing Difficulty/General Tiredness,1
Fever/Breathing Difficulty/Giddiness,1
Fever/Breathing Difficulty/Loose stools,2
Fever/Breathing Difficulty/Loss of Appetite,1
Fever/Breathing Difficulty/Loss of Taste/body weakness/Giddiness,1
Fever/Breathing Difficulty/Myalgia,5
Fever/Breathing Difficulty/Myalgia/Nausea,1
Fever/Breathing Difficulty/Myalgia/tiredness,1
Fever/Breathing Difficulty/Tiredness,2
Fever/Breathing Difficulty/Vomiting,1
Fever/Breathing Difficulty/Vomiting ,1
Fever/Breathing Difficulty/Vomiting/Loose stools,1
Fever/Breathing Difficulty/fatigue/loose stools,1
Fever/Breathing Difficulty/general Body Pain,1
Fever/Breathing Difficulty/loose stools,3
Fever/Breathing Difficulty/loss of appetite,1
Fever/Breathing Difficulty/tiredness,1
Fever/Breathing difficulty,1
Fever/Breathlessness,7
Fever/Breathlessness ,3
Fever/Breathlessness/Cough,4
Fever/Breathlessness/Cough ,1
Fever/Breathlessness/Myalgia,1
Fever/Breathlessness/Seizure,1
Fever/Cold/Cough,2
Fever/Cold/loss of taste,1
Fever/Constipation,1
Fever/Cough,938
Fever/Cough ,45
Fever/Cough/Abdominal Pain,2
Fever/Cough/Body Pain,6
Fever/Cough/Body Pain/general Myalgia,1
Fever/Cough/Body Pain/general Tiredness,1
Fever/Cough/Body Weakness/Breathlessness,1
Fever/Cough/Breathing Difficulty,2150
Fever/Cough/Breathing Difficulty ,695
Fever/Cough/Breathing Difficulty/Anorexia,1
Fever/Cough/Breathing Difficulty/Body Pain,1
Fever/Cough/Breathing Difficulty/Chest Pain ,1
Fever/Cough/Breathing Difficulty/Cold,1
Fever/Cough/Breathing Difficulty/Diarrhoea,1
Fever/Cough/Breathing Difficulty/Hyperglycemia,1
Fever/Cough/Breathing Difficulty/Less food intake,1
Fever/Cough/Breathing Difficulty/Loose stools,8
Fever/Cough/Breathing Difficulty/Loose stools ,1
Fever/Cough/Breathing Difficulty/Loose stools/Cold,1
Fever/Cough/Breathing Difficulty/Loose stools/Decrease in oral Intake,1
Fever/Cough/Breathing Difficulty/Loose stools/Myalgia/Loss of Smell,1
Fever/Cough/Breathing Difficulty/Loose stools/Reduced oral intake,1
Fever/Cough/Breathing Difficulty/Loss of appetite,1
Fever/Cough/Breathing Difficulty/Myalgia,14
Fever/Cough/Breathing Difficulty/Reduced Oral Intake,1
Fever/Cough/Breathing Difficulty/Severe Tiredness/Giddiness,1
Fever/Cough/Breathing Difficulty/Throat Pain,1
Fever/Cough/Breathing Difficulty/Tiredness,1
Fever/Cough/Breathing Difficulty/body Pain,2
Fever/Cough/Breathing Difficulty/loose stools,1
Fever/Cough/Breathing difficulty,5
Fever/Cough/Breathing difficulty ,1
Fever/Cough/Breathlessness,33
Fever/Cough/Breathlessness ,10
Fever/Cough/Breathlessness/Myalgia,1
Fever/Cough/Bronchial Asthma,1
Fever/Cough/Chest Pain ,1
Fever/Cough/Cold,6
Fever/Cough/Cold/Breathing Difficulty,5
Fever/Cough/Cold/Myalgia/Vomiting,1
Fever/Cough/Coryza,1
Fever/Cough/Diarrhoea,2
Fever/Cough/Diarrhoea/Breathing Difficulty,1
Fever/Cough/Dysponea,1
Fever/Cough/General Tiredness,2
Fever/Cough/General Tiredness/Myalgia,1
Fever/Cough/Giddiness,1
Fever/Cough/Giddiness ,1
Fever/Cough/Headache,2
Fever/Cough/Loose stools,5
Fever/Cough/Loss of appetite,1
Fever/Cough/Loss of taste,1
Fever/Cough/Loss of taste/Breathing Difficulty,1
Fever/Cough/Mild Dysponea,1
Fever/Cough/Myalgia,21
Fever/Cough/Myalgia/Breathing Difficulty,3
Fever/Cough/Myalgia/Breathlessness.,1
Fever/Cough/Nausea/Breathing Difficulty,2
Fever/Cough/Nausea/tiredness,1
Fever/Cough/Poor oral intake/general tiredness/multiple oral ulcers,1
Fever/Cough/Shortness of Breath,3
Fever/Cough/Shortness of breath,3
Fever/Cough/Shortness of breath ,1
Fever/Cough/Sore Throat,3
Fever/Cough/Tiredness,6
Fever/Cough/Tiredness/Myalgia/Loss of appetite,1
Fever/Cough/Vomiting,1
Fever/Cough/body Pain,1
Fever/Cough/breathing Difficulty/sore throat,1
Fever/Cough/breathing difficulty,4
Fever/Cough/breathing difficulty ,1
Fever/Cough/breathlessness,85
Fever/Cough/breathlessness ,13
Fever/Cough/breathlessness/headache/body Pain,1
Fever/Cough/fatigue,2
Fever/Cough/headache,1
Fever/Cough/headache/Breathing Difficulty/Chest Pain,1
Fever/Cough/loose stools,5
Fever/Cough/loss of Appetite/Myalgia,1
Fever/Cough/loss of appetite,2
Fever/Cough/myalgia,5
Fever/Cough/myalgia ,1
Fever/Cough/tiredness/Breathing Difficulty,1
Fever/Diarrhoea,2
Fever/Diarrhoea/Myalgia,2
Fever/Drowsiness,1
Fever/Dry Cough,1
Fever/Dry Cough/Breathing Difficulty,1
Fever/Dysponea/Cough,1
Fever/Dysponea/Fatigue,1
Fever/Fatigue,3
Fever/Fatigue/Myalgia/Breathing Difficulty ,1
Fever/Giddiness,1
Fever/Headache/Fatigue,1
Fever/Headache/Myalgia/Loss of appetite/Nausea,1
Fever/Hiccups/Vomiting,1
Fever/Loose stools,7
Fever/Loose stools ,1
Fever/Loose stools/Cough ,1
Fever/Loose stools/Loss of Taste,1
Fever/Loose stools/Myalgia,1
Fever/Loose stools/Vomiting,1
Fever/Loose stools/Vomiting/Breathing Difficulty ,1
Fever/Loss of Appetite,1
Fever/Loss of Appetite/Loose stools,1
Fever/Loss of appetite/Breathing Difficulty,1
Fever/Loss of appetite/Breathing Difficulty ,1
Fever/Maleria/Loss of taste,1
Fever/Myalgia,16
Fever/Myalgia ,2
Fever/Myalgia/Breathing Difficulty,1
Fever/Myalgia/Breathing Difficulty ,1
Fever/Myalgia/Cough,1
Fever/Myalgia/Cough/Breathing Difficulty,1
Fever/Myalgia/Fatigue ,1
Fever/Myalgia/Loss of smell,1
Fever/Myalgia/Sore Throat,1
Fever/Shortness of Breath,1
Fever/Shortness of Breath/Cough,1
Fever/Shortness of Breath/Loss of Appetite,1
Fever/Sore Throat,3
Fever/Sore throat ,1
Fever/Sore throat/Loss of Taste/Myalgia,1
Fever/Throat Pain/Breathing Difficulty,1
Fever/Throat Pain/Loss of smell/Cough,1
Fever/Tiredness,4
Fever/Tiredness/Breathing Difficulty,2
Fever/Tiredness/Loss of taste/Cough/body Pain,1
Fever/Vomiting,1
Fever/Vomiting/Breathing Difficulty,1
Fever/Vomiting/Loose stools,1
Fever/Vomiting/Loose stools/Breathing Difficulty,1
Fever/Vomiting/Myalgia,1
Fever/Vomiting/drowsiness,1
Fever/body Pain,1
Fever/body Pain/Breathing Difficulty,1
Fever/breathlessness,11
Fever/breathlessness ,9
Fever/breathlessness/Cough,1
Fever/breathlessness/headache/body Pain,1
Fever/breathlessness/loose stools,1
Fever/cough/breathlessness,1
Fever/diarrhoea/headache/decreased smell,1
Fever/drowsiness,1
Fever/dry Cough/left sided chest Pain/breathlessness,1
Fever/dysponea,1
Fever/fatigue,2
Fever/fatigue/Cough,1
Fever/headache/Cough,1
Fever/headache/General Pain/Breathing Difficulty,1
Fever/loose stools,3
Fever/loose stools ,1
Fever/loose stools/Vomiting,1
Fever/loss of Appetite,1
Fever/loss of appetite,2
Fever/loss of taste,1
Fever/myalgia,8
Fever/myalgia/Cough ,1
Fever/myalgia/fatigue,1
Fever/myalgia/loose stools,1
Fever/reduced ampulation/altered sensorium,1
Fever/sore throat,1
Fever/sore throat/fatigue/dry Cough/body pain/headache,1
General Tiredness,1
General Tiredness/Headache,1
General Tiredness/Increased Mictuation,1
General Tiredness/loss of taste/myalgia/Fever/shortness of breath ,1
General Tiredness/unconsciousness,1
General Tiredness/vomiting/Breathing Difficulty,1
Giddiness,2
Giddiness/Loose stools,1
Giddiness/Myalgia,1
Giddiness/breathlessness/myalgia/Vomiting/nausea,1
Giddiness/diarrhoea ,1
Hansen'disease,1
Headache,1
Headache/Abdominal Pain,1
Headache/Eye Swelling,1
Hiccups/loose stools/decreased urine output,1
Hypertension,47
Hypertension/Bronchial Asthma,1
Hypertension/Chronic Kidney Disease,1
Hypertension/Chronic kidney disease,1
Hypertension/Coronary Artery Disease,1
Hypertension/Coronary Artery Disease/Diabetes Mellitus,1
Hypertension/Diabetes Mellitus,8
Hypertension/Diabetes Mellitus/Parkinsonism,1
Hypertension/Diabetes mellitus,2
Hypertension/Diabetes mellitus/Coronary Artery Disease,1
Hypertension/Hyperthyroidism,1
Hypertension/Hypothyroidism,1
Hypertension/Hypothyroidism/Chronic Liver Disease,1
Hypertension/Type 2 Diabetes Mellitus,2
Hypertension/Type 2 Diabetes Mellitus/Cerebrovascular Accident,1
Hypertension/Type 2 Diabetes Mellitus/Coronary Artery Disease,1
Hypothyroidism,6
Hypothyroidism/Chronic Kidney Disease,1
Hypothyroidism/Chronic Obstructive Pulmonary Disease/Valvular Heart Disease,1
Hypothyroidism/Systemic Hypertension/Chronic Kidney Disease,1
IHD,1
Interstitial Lung Disease on Steriods,1
Interstitial Lung Disease/Type 2 Diabetes Mellitus/Systemic Hypertension,1
Ischemic Dilated Cardio myopathy/Type 2 Diabetes Mellitus/Systemic Hypertension,1
Left Hemiparesis,1
Loose stools,10
Loose stools ,1
Loose stools/Vomiting,1
Loose stools/general Body Pain,1
Loose stools/loss of appetite,1
Loss of Appetite,5
Loss of Smell/Nausea,1
Loss of appetite,3
Loss of appetite/General Tiredness,1
Loss of appetite/fatigue,1
Lung Metastasis,1
Lymphoma,1
Metabolic Encephalopathy/Diabetes Mellitus,1
Mitral Valve Prolapse,1
Morbid Obesity,1
Morbid Obesity/Chronic Obstructive Pulmonary Disease,1
Multiple Myeloma/Acute on Chronic Kidney Disease/Systemic Hypertension/Coronary Artery Disease/Type 2 Diabetes Mellitus,1
Multiple Organ Dysfunction Syndrome,1
Muscular Dystrophy,1
Myalgia,10
Myalgia/Body Pain ,1
Myalgia/Breathlessness,1
Myalgia/Decreased Appetite/Giddiness,1
Myalgia/Diarrhoea,1
Myalgia/Fever/Cough,1
Myalgia/Fever/Cough/Loss of Appetite,1
Nausea/loss of appetite,1
Neurogenic Bladder,1
Non Hodgkins Lymphoma,1
Old Age,1
Old Cerebrovascular Accident,4
Old Cerebrovascular Accident/Chronic Kidney Disease,1
Old Cerebrovascular Accident/Diabetes Mellitus/Systemic Hypertension,1
Old Cerebrovascular Accident/Hypertension/Type 2 Diabetes Mellitus,1
Old Cerebrovascular Accident/Systemic Hypertension,1
Old Cerebrovascular Accident/Type 2 Diabetes Mellitus/Hypertension,1
Old Cerebrovascular Accident/Type 2 Diabetes Mellitus/Systemic Hypertension,2
Old Cerebrovascular Accident/Type 2 Diabetes Mellitus/Systemic Hypertension/Chronic Obstructive Pulmonary Disease,1
Old Cerebrovascular accident/Type 2 Diabetes Mellitus,1
Old Pulmonary Tuberculosis,3
Old age,9
One Episode of Seizures,1
Parkinsonism,9
Parkinsonism/Type 2 Diabetes Mellitus,1
Peripheral Vascular Disease,1
Portal Hypertension/Hepatic Encephalopathy/Renal Failure/Chronic Portal Vein Thrombosis Decompensated,1
Post Valve Replacement,1
Psychiatric Illness,5
Pulmonary Tuberculosis,2
Rapid Ventricular Rate.,1
Renal Failure,3
Renal Failure/Bronchial Asthma/Parkinsonism,1
Rheumatic Heart Disease,1
Rheumatoid Arthritis,2
Rheumatoid Arthritis/seizure,1
Schizophrenia/Chronic Kidney Disease,1
Severe Anemia,2
Shortness of Breath,1
Shortness of Breath/Giddiness,1
Shortness of breath,1
Shortness of breath/Cough,1
Shortness of breath/chest Pain/vomiting,1
Sore Throat,1
Sore Throat/Body Pain/Headache,1
Sore Throat/loose stools,1
Stomach ache/loss of appetite,1
Stroke,1
Sub Mandular Node Metastasis,1
Sudden Collapse at Home,1
Supraglottic Squamous Cell Carcinoma,1
Suspected Recurrent Cerebrovascular Accident/Renal failure,1
Systemic Hypertension,389
Systemic Hypertension/Acute Cerebrovascular Accident,1
Systemic Hypertension/Acute Kidney Injury,1
Systemic Hypertension/Bronchial Asthma,3
Systemic Hypertension/Bronchial Asthma/OSAS,1
Systemic Hypertension/Bronchial Asthma/Type 2 Diabetes Mellitus,1
Systemic Hypertension/Cerebrovascular Accident,2
Systemic Hypertension/Chronic Kidney Disease,16
Systemic Hypertension/Chronic Kidney Disease/Coronary Artery Disease,1
Systemic Hypertension/Chronic Kidney Disease/IHD,1
Systemic Hypertension/Chronic Kidney disease,1
Systemic Hypertension/Chronic Obstructive Pulmonary Disease,5
Systemic Hypertension/Chronic Renal Disease,1
Systemic Hypertension/Chronic Subdural Hematoma/Chronic Kidney Disease,1
Systemic Hypertension/Coronary Artery Disease,41
Systemic Hypertension/Coronary Artery Disease/Cerebrovascular Accident,1
